order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
1537632,1250,46,1,21,3.0
461120,1250,47,4,15,3.0
2432871,1250,48,2,15,5.0
2991961,1250,49,4,15,2.0
1633081,1250,50,1,11,4.0
615892,1250,51,3,17,2.0
1631978,1250,52,5,10,2.0
1382985,1250,53,1,9,3.0
2216089,1250,54,1,8,7.0
394855,1338,1,2,11,
1905431,1338,2,5,12,24.0
935090,1338,3,0,20,9.0
1061613,1338,4,2,6,9.0
1770916,1338,5,6,11,11.0
345119,1338,6,1,8,16.0
919692,1338,7,5,6,18.0
295543,1338,8,0,9,2.0
2427891,1338,9,3,10,30.0
1873702,1338,10,2,8,30.0
460501,1338,11,3,9,15.0
2717321,1338,12,6,12,30.0
1037187,1338,13,3,8,30.0
819826,1338,14,1,12,5.0
2024239,1338,15,4,6,3.0
567584,1338,16,4,12,14.0
596220,1338,17,3,10,6.0
543305,1354,1,6,12,
1499678,1354,2,1,16,30.0
723278,1354,3,1,16,30.0
374766,1354,4,0,16,6.0
3186577,1354,5,4,15,30.0
2261358,1354,6,0,9,17.0
2235878,1354,7,3,14,10.0
2160531,1375,1,6,14,
3291265,1375,2,1,18,9.0
2270479,1375,3,4,13,10.0
2276769,1375,4,5,8,30.0
2980592,1375,5,0,18,23.0
2004326,1375,6,1,12,30.0
1142398,1375,7,6,18,30.0
64027,1375,8,0,10,8.0
2106859,1375,9,0,12,21.0
1027753,1375,10,1,15,8.0
3185564,1375,11,0,12,6.0
2059263,1375,12,0,1,7.0
1523861,1375,13,0,0,7.0
1555759,1375,14,0,9,7.0
3362455,1375,15,1,17,8.0
1586809,1375,16,6,22,12.0
2162241,1375,17,6,23,28.0
3221782,1375,18,0,14,15.0
1734173,1387,1,6,11,
541358,1387,2,1,14,30.0
1814143,1387,3,0,18,30.0
2639496,1387,4,1,15,15.0
3382256,1387,5,6,13,5.0
987222,1387,6,6,23,7.0
429591,1387,7,5,18,6.0
1709094,1387,8,0,17,9.0
920054,1387,9,6,11,6.0
2978989,1387,10,5,23,6.0
1564506,1387,11,1,16,3.0
18871,1387,12,4,20,3.0
45153,1387,13,4,14,14.0
2129423,1387,14,2,8,5.0
1933202,1387,15,4,19,2.0
52613,1387,16,0,9,10.0
1551932,1387,17,0,9,0.0
2577978,1387,18,1,12,8.0
966015,1387,19,6,8,5.0
1487516,1387,20,5,22,27.0
2058982,1387,21,6,16,8.0
822126,1387,22,2,13,24.0
2828319,1387,23,6,23,25.0
2334410,1387,24,6,15,21.0
2028570,1389,1,1,13,
679425,1389,2,3,12,30.0
3404990,1389,3,2,13,20.0
1807251,1389,4,4,11,9.0
781578,1389,5,5,13,29.0
2195415,1393,1,0,10,
409725,1393,2,1,14,29.0
2342883,1393,3,1,10,7.0
2114207,1393,4,1,16,14.0
2439005,1393,5,1,18,30.0
1243920,1393,6,0,12,30.0
1890379,1403,1,0,16,
265841,1403,2,3,16,17.0
2549148,1403,3,2,17,6.0
1050692,1403,4,0,11,12.0
725053,1403,5,0,14,21.0
2373406,1403,6,4,16,18.0
1200705,1403,7,0,15,24.0
2277161,1403,8,0,17,7.0
2151802,1427,1,2,21,
2346947,1427,2,2,22,7.0
509379,1427,3,4,12,9.0
2673204,1427,4,4,20,0.0
333448,1427,5,0,8,10.0
3169815,1427,6,0,9,0.0
2277897,1427,7,4,23,11.0
2217733,1427,8,3,10,6.0
1580748,1427,9,3,10,14.0
1439625,1427,10,3,20,0.0
24846,1427,11,6,23,10.0
3028424,1427,12,0,17,8.0
2037076,1427,13,2,20,2.0
1670760,1427,14,1,15,6.0
1313310,1427,15,4,19,30.0
926240,1427,16,4,2,7.0
1741882,1427,17,0,10,3.0
604765,1427,18,1,9,1.0
686502,1427,19,4,17,3.0
1232054,1427,20,1,23,11.0
2366728,1427,21,1,14,14.0
1488187,1427,22,2,8,1.0
3088409,1427,23,6,23,4.0
2718454,1427,24,3,8,4.0
242138,1427,25,4,12,1.0
3132749,1427,26,0,8,3.0
877928,1427,27,3,8,3.0
400318,1427,28,0,15,4.0
945138,1427,29,3,8,3.0
528876,1427,30,0,18,4.0
2974868,1427,31,3,14,3.0
3045285,1427,32,1,13,5.0
1295615,1427,33,2,14,1.0
1656810,1427,34,0,9,12.0
232865,1427,35,1,10,1.0
3415212,1427,36,3,18,2.0
183909,1427,37,1,13,5.0
2204149,1427,38,1,10,21.0
1401533,1427,39,4,8,10.0
3084846,1427,40,6,18,2.0
2377008,1427,41,5,10,6.0
1288865,1427,42,4,9,6.0
3194872,1427,43,0,9,10.0
2945669,1427,44,2,16,9.0
991528,1427,45,2,9,7.0
2366829,1427,46,4,19,2.0
276632,1427,47,5,10,15.0
1641035,1427,48,2,7,4.0
1648644,1427,49,4,8,2.0
661514,1427,50,4,21,0.0
684419,1427,51,2,18,5.0
1973470,1427,52,4,12,2.0
2341677,1427,53,0,9,3.0
508493,1427,54,1,9,1.0
3201808,1427,55,2,19,1.0
1241703,1427,56,1,19,6.0
296379,1427,57,2,15,1.0
2040243,1427,58,3,23,1.0
1944,1427,59,6,21,3.0
340865,1427,60,1,6,2.0
48602,1427,61,2,7,1.0
3278644,1427,62,5,15,3.0
3324603,1427,63,1,8,3.0
283214,1427,64,5,10,4.0
524669,1427,65,3,9,5.0
1859476,1427,66,2,12,6.0
2155203,1427,67,3,16,1.0
2161535,1456,1,0,8,
2149755,1456,2,0,20,14.0
1055031,1456,3,1,19,30.0
597318,1456,4,0,15,6.0
2418539,1456,5,0,17,7.0
3353749,1456,6,0,12,14.0
3164989,1456,7,0,16,30.0
1528324,1456,8,2,7,23.0
1174446,1456,9,2,19,7.0
1070721,1456,10,0,19,12.0
2073821,1456,11,5,18,12.0
2745986,1456,12,4,9,20.0
3004965,1456,13,6,10,9.0
2257262,1456,14,0,13,8.0
447970,1456,15,2,19,30.0
2536642,1482,1,6,17,
2724328,1482,2,5,19,13.0
1632338,1482,3,6,9,15.0
858616,1482,4,4,11,30.0
1075674,1482,5,5,14,8.0
2724681,1482,6,1,17,17.0
589254,1482,7,0,11,6.0
1689728,1482,8,0,10,28.0
3277383,1482,9,6,11,30.0
1135776,1482,10,6,8,30.0
159198,1482,11,5,13,13.0
1510320,1482,12,2,18,18.0
2990359,1482,13,5,7,24.0
269244,1482,14,6,13,8.0
2365278,1544,1,6,14,
1865079,1544,2,6,19,14.0
2818832,1544,3,5,7,13.0
3344147,1544,4,5,18,0.0
2816744,1544,5,4,9,6.0
814177,1544,6,3,17,6.0
152078,1544,7,0,11,4.0
1051451,1544,8,1,13,8.0
1754479,1544,9,2,12,1.0
2906863,1544,10,5,15,3.0
1920436,1544,11,2,18,4.0
3165600,1544,12,0,14,5.0
3104591,1544,13,1,11,8.0
2166646,1544,14,0,15,30.0
70421,1544,15,3,16,17.0
1552939,1544,16,0,21,18.0
1937146,1544,17,2,19,23.0
1788033,1544,18,4,13,9.0
390820,1544,19,6,15,9.0
3215263,1544,20,2,12,3.0
1841472,1544,21,2,17,30.0
1515459,1549,1,3,8,
685061,1549,2,5,16,2.0
959031,1549,3,3,21,5.0
920333,1549,4,6,10,3.0
665169,1549,5,4,9,5.0
610599,1549,6,6,9,2.0
1053638,1549,7,2,8,3.0
371868,1549,8,6,18,4.0
216776,1549,9,4,9,5.0
2612694,1549,10,0,15,3.0
1292587,1549,11,3,13,3.0
1055146,1549,12,0,18,4.0
658843,1549,13,2,7,2.0
844938,1549,14,6,8,4.0
1325478,1549,15,0,19,1.0
2165245,1549,16,3,5,3.0
2847362,1549,17,3,9,7.0
534554,1549,18,0,11,4.0
2814544,1549,19,2,6,2.0
2953179,1549,20,2,4,7.0
1336150,1549,21,4,5,2.0
853843,1549,22,6,10,2.0
28791,1549,23,2,19,3.0
161878,1549,24,6,16,4.0
1150781,1549,25,2,4,3.0
2338026,1549,26,5,19,3.0
1950304,1549,27,2,7,4.0
2482245,1549,28,5,8,3.0
163083,1549,29,2,19,4.0
2875422,1549,30,5,7,3.0
1696934,1549,31,2,21,4.0
1186795,1549,32,0,11,5.0
1408651,1549,33,3,9,3.0
279301,1549,34,0,8,4.0
2682457,1549,35,1,20,1.0
1813467,1549,36,3,21,2.0
351826,1549,37,5,19,2.0
2763500,1549,38,3,5,5.0
743133,1549,39,6,9,3.0
380138,1549,40,2,20,3.0
611874,1549,41,5,21,3.0
2634773,1549,42,2,17,4.0
259820,1549,43,5,8,3.0
1393632,1549,44,6,21,1.0
2794100,1549,45,2,20,3.0
49855,1549,46,6,14,4.0
2367084,1549,47,5,7,6.0
1927930,1549,48,6,10,1.0
2042904,1549,49,2,7,3.0
3190306,1549,50,4,21,2.0
1314048,1549,51,6,9,2.0
1381107,1549,52,2,20,3.0
2796937,1549,53,4,5,2.0
484438,1549,54,1,11,4.0
414887,1549,55,5,9,4.0
3234660,1549,56,6,12,1.0
1788390,1549,57,3,7,4.0
2296717,1549,58,5,13,2.0
2993700,1549,59,0,13,2.0
2478948,1549,60,2,20,2.0
2021124,1549,61,5,14,3.0
2774706,1549,62,2,4,4.0
500447,1549,63,5,13,3.0
2325953,1549,64,0,12,2.0
2309026,1549,65,3,9,3.0
3186320,1549,66,5,20,2.0
825139,1549,67,4,9,6.0
1697459,1549,68,5,20,1.0
2067667,1549,69,1,9,3.0
1019689,1549,70,5,6,4.0
70571,1549,71,4,6,6.0
2391954,1549,72,6,9,2.0
159980,1549,73,3,8,4.0
3215341,1549,74,5,7,2.0
2551453,1549,75,0,11,2.0
744497,1549,76,2,5,2.0
2210762,1549,77,5,5,3.0
2643178,1549,78,6,12,1.0
746880,1549,79,1,21,2.0
2117318,1549,80,3,21,2.0
591666,1549,81,6,7,3.0
1916796,1549,82,2,5,3.0
1123554,1549,83,4,22,9.0
1396651,1549,84,6,8,2.0
1837116,1549,85,0,13,1.0
2815920,1549,86,2,6,2.0
2750584,1549,87,4,6,2.0
145023,1549,88,6,9,2.0
802811,1549,89,3,4,4.0
654370,1549,90,5,10,2.0
3332142,1549,91,6,14,1.0
394092,1549,92,3,6,4.0
684861,1549,93,4,18,1.0
3135767,1549,94,0,20,3.0
2268920,1549,95,3,4,3.0
885487,1549,96,1,19,5.0
961993,1549,97,3,8,2.0
2331103,1549,98,5,7,2.0
1579846,1549,99,2,6,4.0
3309393,1549,100,4,7,2.0
2563211,1677,1,5,13,
2548226,1677,2,5,9,14.0
2859166,1677,3,5,8,14.0
1992113,1677,4,6,8,30.0
2056447,1677,5,0,8,22.0
450011,1677,6,6,12,20.0
2938432,1677,7,1,8,30.0
194975,1677,8,6,10,12.0
2101569,1677,9,1,19,30.0
1929193,1677,10,4,22,10.0
1948459,1677,11,3,22,13.0
1313964,1677,12,2,20,13.0
778448,1677,13,3,21,30.0
1050238,1677,14,6,0,10.0
1868989,1677,15,1,9,9.0
2149917,1677,16,5,18,11.0
1903627,1677,17,0,10,9.0
2135223,1677,18,4,22,4.0
2660694,1677,19,6,13,16.0
2620612,1677,20,1,9,9.0
1084252,1677,21,0,11,13.0
2615195,1677,22,6,9,20.0
1173545,1716,1,1,17,
2310809,1716,2,1,11,7.0
638524,1716,3,2,11,8.0
1635053,1716,4,2,10,7.0
2665741,1716,5,2,10,7.0
2948840,1716,6,2,11,7.0
654230,1716,7,1,10,6.0
2955921,1716,8,1,12,7.0
264880,1716,9,1,9,7.0
642790,1716,10,2,10,8.0
2107101,1716,11,1,9,6.0
305775,1716,12,0,17,6.0
2675301,1716,13,0,18,7.0
1065920,1716,14,2,10,9.0
311512,1716,15,1,10,6.0
1865130,1716,16,1,12,7.0
841480,1716,17,1,9,7.0
1750377,1716,18,1,9,7.0
3297340,1716,19,1,9,14.0
1303377,1716,20,5,14,4.0
291516,1716,21,1,8,10.0
110047,1716,22,1,9,7.0
1760410,1716,23,1,10,7.0
2182821,1716,24,1,10,7.0
1911337,1716,25,1,9,7.0
1789191,1716,26,1,11,7.0
25003,1716,27,1,10,7.0
1831766,1716,28,3,16,2.0
1111071,1716,29,1,10,5.0
2568175,1716,30,4,10,3.0
1047863,1716,31,1,10,11.0
3379717,1716,32,1,10,7.0
955121,1716,33,1,11,7.0
2384167,1716,34,2,9,22.0
2198463,1716,35,1,10,6.0
556849,1716,36,2,10,8.0
2283940,1716,37,1,9,6.0
1636054,1716,38,5,15,4.0
1239440,1716,39,2,17,4.0
2809803,1716,40,5,16,3.0
2534757,1716,41,2,17,4.0
2298707,1716,42,5,13,3.0
928801,1716,43,2,18,4.0
2116076,1716,44,5,17,3.0
354372,1716,45,4,9,6.0
1570143,1716,46,1,10,4.0
1935113,1716,47,2,19,1.0
2131624,1716,48,0,16,5.0
103329,1716,49,3,18,3.0
1815941,1716,50,5,15,2.0
1563297,1716,51,5,15,0.0
2574860,1716,52,3,10,5.0
1094358,1716,53,1,9,5.0
1831315,1716,54,2,18,1.0
918461,1716,55,1,10,6.0
1504518,1716,56,4,14,3.0
927333,1716,57,5,16,1.0
989746,1716,58,0,14,9.0
647882,1716,59,2,16,2.0
2465599,1716,60,1,9,6.0
3375056,1716,61,3,0,2.0
2564604,1716,62,3,14,0.0
2175408,1716,63,1,9,5.0
2265504,1716,64,3,17,2.0
1325621,1943,1,5,11,
89662,1943,2,0,15,2.0
1102699,1943,3,1,15,8.0
2189918,1943,4,1,12,7.0
158581,1943,5,0,10,6.0
591417,1943,6,1,21,1.0
2266932,1943,7,3,9,9.0
975755,1943,8,3,0,21.0
1986041,1943,9,4,11,1.0
2589608,1943,10,2,10,5.0
1868425,1943,11,5,8,3.0
2195530,1943,12,3,11,5.0
2073281,1943,13,2,12,6.0
3341291,1943,14,6,9,4.0
1807698,1943,15,1,22,9.0
997767,1943,16,5,12,11.0
2859448,1943,17,0,22,16.0
3082793,1943,18,2,10,9.0
2440954,1943,19,2,23,7.0
2624675,1943,20,3,11,8.0
217262,1943,21,1,11,5.0
2421479,1943,22,1,9,7.0
3361615,1943,23,1,12,7.0
3017565,1943,24,3,10,9.0
1213771,1943,25,1,9,5.0
2146256,1943,26,1,12,7.0
1551497,1943,27,3,10,2.0
707524,1943,28,0,21,4.0
2451701,1943,29,1,9,15.0
2482687,1943,30,2,9,15.0
2498860,1943,31,3,16,8.0
196828,1943,32,6,8,3.0
2472554,1943,33,2,16,3.0
3348060,1943,34,2,16,7.0
2871486,1943,35,0,17,12.0
1966754,1943,36,5,11,5.0
1746356,1943,37,0,20,2.0
3080842,1943,38,1,4,8.0
606674,1943,39,5,9,4.0
2494665,1943,40,1,7,3.0
2796252,1943,41,1,13,7.0
2061644,1943,42,1,20,0.0
1881595,1943,43,6,9,5.0
1071795,1943,44,5,9,6.0
3109189,1943,45,2,9,4.0
792650,1943,46,4,11,9.0
3091223,1943,47,2,16,5.0
488775,1943,48,1,8,6.0
1808540,1943,49,0,14,6.0
2090651,1943,50,4,7,4.0
2563890,1943,51,5,15,1.0
23394,1943,52,1,19,3.0
536858,1943,53,0,11,6.0
2282609,1943,54,4,22,11.0
1162577,1943,55,1,8,11.0
3317120,1943,56,3,20,2.0
1988017,1943,57,1,22,5.0
651234,1943,58,4,23,3.0
1440040,1948,1,4,7,
968617,1948,2,4,3,30.0
3321135,1948,3,3,7,6.0
251817,1948,4,6,19,3.0
2163161,1948,5,3,7,4.0
708451,1948,6,1,11,12.0
2299548,1948,7,5,13,4.0
3372496,1948,8,4,8,6.0
639951,1948,9,0,11,3.0
2872154,1948,10,0,11,7.0
268790,1948,11,1,15,1.0
2931667,1948,12,3,11,2.0
2708584,1948,13,1,0,5.0
1581381,1948,14,5,8,4.0
2111160,1948,15,4,8,6.0
2125632,1948,16,3,21,6.0
3213933,1948,17,4,17,8.0
2537604,1948,18,6,19,2.0
1094089,1948,19,2,14,3.0
210837,1948,20,4,18,2.0
729199,1948,21,5,13,1.0
606032,1948,22,0,15,2.0
2106178,1948,23,3,14,3.0
1505489,1948,24,6,18,3.0
1620411,1948,25,1,11,2.0
1999347,1948,26,6,19,19.0
1282337,1948,27,0,15,1.0
1694176,1948,28,4,14,4.0
2214494,1948,29,6,10,2.0
3151889,1948,30,1,7,2.0
839321,1948,31,5,18,4.0
1601403,1948,32,0,9,9.0
1751539,1948,33,0,20,7.0
374367,1948,34,0,20,0.0
2322253,1948,35,3,13,3.0
1892994,1948,36,0,18,4.0
2419787,1948,37,0,12,7.0
8884,1948,38,0,22,28.0
859957,1948,39,5,17,12.0
28266,1948,40,3,17,5.0
2004621,1948,41,4,14,8.0
1978286,1948,42,2,17,12.0
446178,1948,43,4,11,2.0
768877,1948,44,6,10,9.0
1171321,1948,45,4,17,5.0
178461,1948,46,0,18,3.0
2199311,1948,47,2,17,9.0
1674926,1948,48,5,17,3.0
3162411,1948,49,1,9,10.0
2566941,1948,50,4,8,17.0
2633386,1948,51,6,13,2.0
2813662,1948,52,0,0,8.0
2466367,1990,1,1,16,
2013572,1990,2,0,14,13.0
699126,1990,3,5,19,12.0
1636292,1990,4,5,14,14.0
2852435,1990,5,6,15,15.0
2362041,1990,6,1,15,16.0
2292605,1990,7,4,7,17.0
780494,1990,8,3,14,13.0
2117485,1990,9,3,18,21.0
1980503,1990,10,5,14,23.0
2153666,1990,11,2,11,18.0
1360464,1990,12,1,20,13.0
2272471,1990,13,6,11,5.0
54388,1990,14,1,20,2.0
3323693,1990,15,0,13,6.0
2336021,1990,16,5,10,5.0
2534427,1990,17,3,12,5.0
332648,1990,18,0,12,4.0
870791,1990,19,2,15,9.0
2956536,1990,20,1,10,6.0
732759,1990,21,5,11,4.0
514176,1990,22,0,13,2.0
2134587,1990,23,1,9,8.0
2585213,1990,24,2,8,8.0
2426069,1990,25,0,10,5.0
3395321,1990,26,4,12,4.0
1330251,1990,27,4,16,14.0
450751,1990,28,0,14,3.0
2217223,1990,29,4,20,4.0
342448,1990,30,5,14,8.0
361487,1990,31,3,11,5.0
1260186,1990,32,1,21,5.0
2993310,1990,33,1,9,7.0
2128752,1990,34,0,15,6.0
2939267,1990,35,6,10,6.0
904290,1990,36,6,11,7.0
1687287,1990,37,3,20,4.0
2086850,1990,38,2,11,13.0
337116,1990,39,5,13,3.0
1904927,1990,40,1,14,3.0
1233282,1990,41,4,16,3.0
126793,1990,42,3,19,20.0
2281273,1993,1,2,11,
3203819,1993,2,3,11,8.0
1511890,1993,3,1,12,5.0
271979,1993,4,2,9,8.0
1142898,1993,5,1,10,13.0
2394768,1993,6,1,9,28.0
2705222,1993,7,1,9,21.0
878586,1993,8,2,13,15.0
1738850,1993,9,4,8,2.0
318778,1993,10,1,12,4.0
2954012,1993,11,1,8,21.0
1821566,1993,12,4,8,10.0
24280,1993,13,3,9,13.0
534906,1993,14,1,10,5.0
846702,1993,15,3,14,16.0
2466011,1993,16,1,10,19.0
1782198,1993,17,1,8,21.0
1252721,1993,18,1,14,0.0
641216,1993,19,2,16,29.0
2798677,1993,20,5,15,30.0
2447671,1993,21,5,17,7.0
2494614,1993,22,2,12,18.0
785428,1993,23,1,8,6.0
830160,1993,24,5,14,18.0
2607009,1993,25,1,15,17.0
604109,1993,26,5,14,11.0
644349,2012,1,4,16,
3222532,2012,2,1,16,4.0
2054200,2012,3,4,16,3.0
2196956,2012,4,1,16,11.0
3065039,2012,5,3,13,16.0
2829848,2012,6,0,17,4.0
1814925,2012,7,0,17,7.0
2283016,2012,8,2,15,9.0
2358863,2012,9,4,14,2.0
264336,2012,10,2,15,5.0
3151404,2012,11,2,17,21.0
3193400,2012,12,0,16,26.0
918667,2012,13,0,15,7.0
2378089,2012,14,1,14,8.0
2054553,2012,15,0,10,6.0
679520,2012,16,0,16,7.0
2441993,2012,17,6,11,6.0
1660211,2012,18,2,14,10.0
456561,2012,19,6,15,4.0
43776,2012,20,3,18,4.0
2289042,2012,21,1,15,5.0
3163010,2012,22,6,8,5.0
1184764,2012,23,4,15,5.0
718466,2012,24,0,14,3.0
467519,2057,1,1,9,
1099581,2057,2,4,12,10.0
808492,2057,3,4,14,7.0
3197209,2057,4,4,14,7.0
2479670,2057,5,1,10,11.0
2230250,2057,6,4,15,3.0
3055368,2057,7,4,17,7.0
660762,2057,8,5,15,8.0
2819797,2057,9,1,15,10.0
1034725,2057,10,1,16,7.0
2985952,2057,11,1,16,0.0
872621,2057,12,5,12,4.0
1918043,2057,13,4,18,6.0
2522879,2057,14,3,15,13.0
2300301,2057,15,4,16,8.0
3410312,2057,16,1,15,11.0
42917,2057,17,5,17,11.0
2143497,2057,18,6,20,8.0
2292851,2057,19,3,15,18.0
1014456,2057,20,5,17,2.0
1222722,2057,21,5,17,7.0
2923327,2057,22,5,16,7.0
1801005,2057,23,1,0,10.0
1904378,2057,24,5,19,4.0
1358203,2057,25,5,18,7.0
1816693,2057,26,5,17,14.0
1467675,2057,27,3,9,12.0
1827903,2057,28,3,16,7.0
1129020,2057,29,0,16,4.0
2554651,2057,30,1,14,8.0
2756037,2057,31,2,6,8.0
588260,2057,32,2,9,7.0
796719,2057,33,5,16,3.0
1277068,2057,34,5,17,0.0
793692,2057,35,1,11,10.0
901415,2057,36,0,20,6.0
1885451,2124,1,0,16,
911773,2124,2,6,9,6.0
2392469,2124,3,6,16,7.0
50964,2124,4,5,17,6.0
1872444,2124,5,0,18,2.0
2650185,2124,6,5,12,5.0
773569,2124,7,0,8,9.0
1140882,2124,8,0,7,7.0
1885750,2124,9,4,18,18.0
872361,2124,10,6,21,2.0
693167,2229,1,6,10,
768928,2229,2,0,16,8.0
2338914,2229,3,6,15,6.0
185292,2229,4,0,12,30.0
1529942,2229,5,2,12,30.0
156523,2229,6,1,13,6.0
2328123,2229,7,5,11,25.0
1654506,2229,8,6,11,8.0
1001159,2229,9,0,11,8.0
1183293,2229,10,6,16,6.0
6126,2229,11,0,17,8.0
33812,2229,12,0,1,14.0
604302,2229,13,2,18,16.0
340944,2229,14,0,10,12.0
1870449,2229,15,5,10,5.0
725124,2229,16,6,11,8.0
163255,2229,17,1,19,9.0
118785,2229,18,0,12,6.0
2000454,2229,19,1,14,8.0
2415608,2229,20,0,10,6.0
804960,2229,21,0,12,7.0
3086013,2229,22,4,13,11.0
2410013,2229,23,0,20,10.0
610692,2229,24,5,20,5.0
2340301,2229,25,0,14,2.0
1864468,2229,26,6,13,6.0
2719858,2229,27,6,17,7.0
2441519,2229,28,0,11,15.0
1784708,2229,29,6,22,13.0
2628138,2229,30,2,10,3.0
2518498,2229,31,2,0,7.0
2186739,2229,32,0,13,5.0
2723797,2229,33,6,21,6.0
1629582,2299,1,3,18,
18101,2299,2,6,14,30.0
2251460,2299,3,5,19,6.0
1035438,2299,4,5,12,7.0
768190,2307,1,5,19,
332258,2307,2,0,14,2.0
114451,2307,3,4,13,4.0
1201072,2307,4,3,16,6.0
1378796,2307,5,6,11,3.0
402059,2307,6,1,13,9.0
2657781,2307,7,3,17,2.0
123301,2307,8,1,16,5.0
2297550,2307,9,2,8,1.0
1056390,2307,10,3,14,1.0
2609999,2307,11,0,15,4.0
2200233,2307,12,3,13,3.0
2690946,2307,13,5,9,2.0
610467,2307,14,1,4,3.0
624214,2307,15,6,7,5.0
3112842,2307,16,1,15,2.0
162677,2307,17,5,15,4.0
293087,2307,18,1,16,3.0
3021508,2307,19,1,16,7.0
1404684,2307,20,0,13,6.0
1635008,2307,21,2,17,2.0
852890,2307,22,0,18,5.0
1582491,2307,23,4,14,4.0
2210513,2307,24,0,17,3.0
1233585,2307,25,3,16,3.0
297156,2307,26,1,12,5.0
1179929,2307,27,5,14,4.0
1683058,2307,28,1,11,3.0
1906230,2307,29,3,7,16.0
2023443,2307,30,3,11,0.0
915816,2307,31,0,8,4.0
1116456,2307,32,6,16,6.0
69480,2307,33,1,16,2.0
2985201,2307,34,2,15,1.0
1572610,2307,35,5,15,3.0
2698178,2307,36,1,10,3.0
1416326,2307,37,6,9,12.0
1504979,2307,38,0,15,1.0
1628924,2307,39,4,15,4.0
2170310,2307,40,5,14,1.0
3087079,2307,41,1,12,3.0
3172473,2307,42,5,13,4.0
2155989,2307,43,0,15,2.0
698413,2307,44,3,14,3.0
775031,2307,45,0,10,4.0
950208,2307,46,1,14,8.0
1523358,2307,47,2,15,1.0
448026,2307,48,0,14,5.0
3373271,2307,49,0,9,7.0
538771,2307,50,4,7,4.0
3325043,2307,51,1,14,4.0
1746990,2307,52,0,14,6.0
375381,2307,53,2,13,2.0
449096,2307,54,5,8,3.0
3051486,2307,55,1,17,3.0
2507182,2307,56,0,15,6.0
1118713,2307,57,4,15,4.0
2630063,2307,58,0,10,3.0
1463941,2307,59,3,17,3.0
2865009,2307,60,0,8,4.0
2836858,2307,61,2,13,2.0
86162,2307,62,5,16,3.0
1357353,2307,63,2,15,4.0
2589960,2307,64,6,9,4.0
1532039,2307,65,5,15,6.0
1412100,2307,66,6,14,1.0
2140030,2307,67,4,15,5.0
1363487,2307,68,0,15,3.0
1816312,2307,69,4,15,4.0
1314785,2307,70,6,8,16.0
138278,2307,71,2,12,3.0
2095688,2307,72,6,23,4.0
961127,2307,73,4,9,5.0
274539,2307,74,5,7,1.0
1265086,2307,75,1,18,3.0
2837923,2307,76,2,13,1.0
2508305,2307,77,0,17,5.0
3236043,2307,78,4,23,4.0
2356509,2307,79,0,20,3.0
928769,2307,80,1,11,1.0
1916993,2307,81,6,19,5.0
1344213,2307,82,5,23,6.0
895411,2307,83,1,13,3.0
439322,2307,84,3,13,2.0
2793133,2307,85,5,7,2.0
1959461,2307,86,1,13,3.0
3032237,2307,87,2,16,1.0
222524,2307,88,5,9,3.0
173930,2307,89,1,11,3.0
2425890,2307,90,1,9,7.0
1747709,2307,91,1,16,0.0
2134055,2307,92,4,15,3.0
1607547,2307,93,0,21,3.0
1068077,2307,94,4,13,4.0
910959,2307,95,5,18,1.0
310917,2307,96,1,13,3.0
691099,2307,97,5,11,4.0
2877213,2307,98,5,12,0.0
1077170,2387,1,2,16,
996530,2387,2,4,16,2.0
715085,2387,3,1,11,4.0
1006150,2387,4,1,13,0.0
2702165,2387,5,3,10,2.0
1172224,2387,6,2,12,6.0
3154835,2387,7,5,8,3.0
3105269,2387,8,5,8,0.0
1061125,2387,9,2,7,4.0
3290506,2387,10,4,14,2.0
588824,2387,11,2,9,5.0
2103834,2387,12,3,12,1.0
728322,2387,13,5,8,2.0
362779,2387,14,5,9,0.0
787208,2387,15,2,14,4.0
317923,2387,16,4,11,2.0
3098690,2387,17,1,12,4.0
3000587,2387,18,3,10,2.0
497060,2387,19,5,9,2.0
814510,2387,20,1,14,3.0
321505,2387,21,3,9,2.0
931487,2387,22,5,11,2.0
1350485,2387,23,2,9,4.0
260638,2387,24,3,16,1.0
1766215,2387,25,1,11,5.0
1224649,2387,26,2,9,1.0
1320489,2387,27,3,13,1.0
1381159,2387,28,2,8,6.0
1494953,2387,29,4,8,2.0
696215,2387,30,1,9,4.0
1379496,2387,31,3,8,2.0
933970,2387,32,5,8,2.0
91795,2387,33,1,10,3.0
2285885,2387,34,3,10,2.0
2091277,2387,35,5,13,2.0
99361,2387,36,3,11,5.0
157778,2387,37,5,10,2.0
2474981,2387,38,1,11,3.0
472644,2387,39,3,13,2.0
1499275,2387,40,5,13,2.0
3062721,2387,41,1,10,3.0
1441558,2387,42,2,8,1.0
1686386,2387,43,2,11,0.0
2581474,2387,44,3,9,1.0
2525457,2387,45,3,11,0.0
3263559,2387,46,5,8,2.0
1808214,2387,47,1,14,3.0
2467105,2387,48,3,12,2.0
2392715,2387,49,4,12,1.0
363601,2387,50,1,9,4.0
1117063,2387,51,3,11,2.0
1733903,2387,52,5,10,2.0
3242765,2387,53,1,10,3.0
3262818,2387,54,2,13,1.0
176611,2387,55,4,10,2.0
730688,2387,56,2,12,5.0
627887,2387,57,4,11,2.0
283847,2387,58,5,9,1.0
1727714,2387,59,2,10,4.0
2286172,2387,60,4,9,2.0
2435084,2387,61,1,14,4.0
